post_id,text
pfbid026ztUayu5TmEzjTgBfiUjQkpXhTRAq2gsHTSBSerbhjKddB6pTQBaXh4D3q6D13nQl,"Lean, often made by mixing prescription-strength codeine cough syrup with soda, has been a part of hip-hop culture for years.But now the drug is more popular than ever, especially on Instagram, where more people are posting about it to emulate their favorite rappers."
pfbid0cHKpsL5LjoQvUVoVKy9Bgo3v4KWXrGCnWwNER9t1kMLURP8Aob68Fnhtbhfc43FKl,Cough - Remedy to get rid of cough
pfbid0RJxXGPEb8VjLpqQ4k6jRbk4C1ZjWk54FqaP15BsJJKboDPo33U6pFsFkp6ig4n6Jl,"Frequent cold and cough in children is a very common health problem now a days. In the last few decades, recurrent bronchitis and asthma problems in children have been increasing. Homeopathy treatment gives a complete and permanent cure to those health problems. Homeopathy medicines are natural and very safe for the children. Contact us at: 9937412150 , 7978310147 Address: Muticare Homeopathy Clinic, HIG-4/4-Ext, Housing Board, Chandrasekharpur, Bhubaneswar"
pfbid0P6rVoRHrKA81bwW3WzV9bQGGwtC1tZANbfEkr42dN4hWPXnbXqookqkQHzbbiuQzl,Panahon ngayon ng tag-ulan! Alam mo ba na magkaiba ang gamot sa dry cough at wet cough? Panoorin sa video na ito.
pfbid02G9DHV8tfdKoAMBT5ZFCwwbmCn4bx2QdJfRVMufTB1XoLh7V9bwwYKUZV5TpmidjGl,Dry Cough: Anong Dahilan?
pfbid0XEyBfZ1ZerPCZefPEySnTtbf3eBaVKXrvzcCZZaXbvgAUwxVZgWae36r8LanecuQl,"Ibinahagi ni Manila Mayor Isko Moreno ang mga larawang ito habang siya ay nasa Sta. Ana Hospital at nagpapagaling mula sa COVID-19. ""I do not have a fever and my oxygen levels are normal. While I do have a cough and some body pains, the doctors and I believe mine is just a mild case. I truly hope so for I am eager to be back in City Hall, working for you!"": Mayor Isko Moreno"
pfbid0goeYN8wzgeFhJtESbd1ifTAJAJtvJoNkq9iWeW64sbkpfgaTsuSCddPfVii7jkd8l,DISORDERED COUGH: WHAT IS THE SOLUTION?
pfbid0CM3ef1tHJXJooDKeH3EwYaw5RRychYu1CE7ZD3CaPQxPrYMUitN1JTRr3yYtxtG7l,"‘I TESTED POSITIVE FOR THE 4TH TIME BUT…’LOOK: A medical frontliner in Imus, Cavite has tested four times for Covid-19 in just a year and three months since the pandemic hit the Philippines and put the country in lockdown.Dr. Jennifer Gaspar first contracted the virus in April 2020. According to her Facebook post, she suffered from diarrhea and dyspnea (shortness of breath), and was admitted in the hospital for two weeks.… See more"
pfbid02R2uLXNPZE396f1C7VfRhUGmV4LmiCBPmXqWT46eGKRsaNQj78izLdyCSg6xjYrdwl,*cough* not coughing emoji *cough*
pfbid02zSQ8ru9DRv1vSPFb94saqxcXcm8uHTGAS4BWkppBDC59S8MKNtvSCpHYLTg7RSfLl,HOME REMEDY FOR ANY TYPE OF COUGH AND YOU WILL NEVER BUY COUGH SYRUPDRY COUGH WET COUGHTBWHOOPING COUGH… See more
pfbid02rmazhS7ABaEcV8DAXxHozxWy7w7AczFwW9gvAXQazMvdd2MTCrp6duSKktWbs9fnl,खांसी {Cough}
pfbid02ozijpuP8hJ4D5Nc6mgmuUZ1rtiCy9Uq6wSHYymSFeiUABAwSABg6NSpYu7qSMVmKl,"This morning, I lost an 8 month old baby to COVID-19. He was a previously well infant who presented with 6 days of cough and fever before coming to the ER with recurrent seizures. He went into cardiac arrest 6 hours after the referral and died shortly thereafter.The father is a Grab driver who staunchly believed that COVID wasn’t real. He refused vaccination and accused the ER doctors of fabricating the COVID-19 test result, just so the hospital would have an “excuse” for… See more"
pfbid02C4Z8PC29gzgub7XTqECUrRYvkW4VVPbqeECcfsMs8tL2i176PiZXAAuYu5uYrzbUl,How To Cough Out Phlegm- By Doc Willie Ong(Internist & Cardiologist)
pfbid036bqvnEPZz5TE1mUmBXzLSEMBBrgLZN73Qzbs6uq829CxhCxs7zhbuHVk7b8Z2D29l,Get Rid of Sticky Phlegm and CoughTips by Dr Jun Reyes (Physical Therapist) and Doc Willie Ong (Internist and Cardiologist) #7Alamin ang Paliwanag:
pfbid0LJEvEt8XorbFq5wBMhLn1e8qY4NkH8i2Xm752TD4q6zNfM17qxFpqz4NV6e43Fmpl,A dry cough can pose a threat to your overall health if it's not treated and a wet cough can be so uncomfortable and irritating to the point of choking. Stop the Cough today with LUEX Cough. Ask your local pharmacy shop for 𝗟𝗨𝗘𝗫 Cough Syrup & Nasal Inhaler- the Doctors’ #1 preferred choice for the whole family!@luexcoughSafe Effective … See more
pfbid0GJiRFzTDpuKdwGLELi2rDNPE5dPf9stVF6ihBcArCt4vbmPk3mRbhd5uneBER2iEl,Ubo ng Ubo: 17 Solusyon
pfbid0kTQXd7Nznnb5qipFV2AZHYThr2qU7EK2YK5Xe7EXFLdPyCwdnvXYHaKsYLr7DzQZl,"""I was very touched by this heartfelt sharing. Napaluha ako."" - doc willieWhy Doc Willie Ong is such a hit with your motherBy Rhia Grana, February 2, 2021Source: ANC news… See more"
pfbid028sfMJ5FhxezCcjcVsSsWtf2h8xbtzQrVN5GAtXx3LsRG194RMg6ShMPkccrJLpq4l,"To all those concern, I had symptoms of fever, cough, loss of apetite and water in my lungs (Category 3) but I am coping.As I lay on my ICU hospital bed in SGH, Kuching, trying to recover from covid19 attack, I thought that after 2 full doses of vaccine, I will be safe from covid19 attacked. But I am not safe! I just hope the severity will not be there. Only time will tell.If I am free from covid19 disastrous impact, VACCINE is indeed the TOOL to fight covid19. I would … See more"
pfbid0TxQ478dwVJoFe8xXpAaUK4sqrr5sPhwY9S2MqPRNhCawi43nVUvwFMDBg3c7XDWpl,"Calamansi and SuperLamig (Snowbear) for cough and runny nose, super effective."
pfbid0yWLmqoSwKbTDBwdKrwEvmkJSLowBLkuZZLHYEDNQiqrLiWVyWHmgSeoNMoPiS4Dwl,"Calamansi and Snowbear for cough and runny nose, super effective.Squeeze 8 calamansi together with 2 snowbear then wait until it melts. Lagyan nyo konting maaligamgam na tubig.Ctto"
pfbid02HfnLNjczNcEofZiSpTnVNL9EVbJQ3qBX6QydAfBNKGHeLJ9nS3WzekyMvAQpgsEZl,Can Dr Kate help dog Howie sort his cough before it's too late?
pfbid02pG7roUoMbVge8MV7ySdMMxXE3iZoxHT8EybHpt1KbLJhyU3FBCmbLxW41inzdg1Gl,Best Remedy for Dry Cough - सुखी खांसी की सबसे सही दवा
pfbid0isfnddmD83EjiTKh13STpAQx9g6GZYyaCujojEWcUF11AQVnFe74sFKq9gFZzZbwl,Cough अपना दोस्त (defence mechanism)
pfbid0WXoDnP7dVqEnE6YK7EmRrpfXDR8Ehwik567ETb2HQKcjYs3g4JM9vMiegQZncuqBl,**cough cough** Get fucked! **cough cough**
pfbid02uiVzncGT5imVymPzZrrzzcecMJjSKKK2CA7fEFqwmPWp8s2PN7WFcbvyYakwBnTZl,Being silly with daddyIn this video she has a speaking valve on the end of her trach. The purpose of the speaking valve is to push air over the vocals chords in the same way it should happen naturally for everyone. Prior to the midface surgery she would cough and start to struggle to breath within five minutes or less. B… See more
pfbid027ApurfDfnPMHNbJ1VajFWJXnoHFaow4V2iNUrXVi94GujoHF21TjZ32262bTHrqtl,Cough Cold And Flu Remedy | کھانسی نزلہ اور زکام کا فوری علاج | BaBa Food RRC
pfbid0nHzfogMw3HEywRvbAVDqUaTnL1vgrYvRF6TeZ85DrVNmMu5RT4GydJwWhCshjg3rl,"Did someone (*cough* everyone) say MERCH?! 3rd season's the charm! Celebrate today's premiere by getting your own #KellyClarksonShow wine tumbler, coffee mug and more! https://bit.ly/3hl604Q"
pfbid0d5Qpycw8fwhQyWhaXiZfb7hnebgBbKsQEVP5etUM84Xrq6tn7oRQw7hrJao7UFiil," HOT NEWS: Found the secret to help you clean, purify, detoxify and immediately relieve symptoms of cough, phlegm, chest tightness, shortness of breath, bronchitis.For every 10 users, 9 people claim to be cured, even if they are seriously ill for 10, 20 years, they must be cured.------------------- save money NO side effects.… See more"
pfbid037PVbMiEGCqxJGe3EaBKTBzXkpD8BbLgYHVip9rEDQjMBDRz8Sav6o84s4uMzvqUkl,"Today I have with the worst cough/ cold in years, so clearing out all the short videos that are clogging up various devices seems like a good use of time. Here’s a sped up snippet from a recent beginners demo of a poppy seed head in watercolour - it’s showing the importance of underlying colour, the blues and violets in this case. These colours should never be overly obvious but are always there. Browns in particular look pretty dull without underlying colour. It can be any… See more"
pfbid02HgsgCmAjf4SNSSrUvUAyTNyf9tG5DyjwLTm9Kx3Bc4AwSm6CmG5RKh4mWibh58n9l,A mysterious cough leads to a unique diagnosis when Dr. Pol and Dr. Michele team up to treat Target. #12DaysofPol
pfbid02buhbbyjoVPjcmJf23Any8vrtGuj6kdCWLzteRPhuMf9oAVUthozL7mXsmUNDp4mUl,I’m not going to *cough* make it in today.
pfbid024gZRjhaHa4mPCWiLNj2hEY33t2cKs43Mujs2jZjLbsUgfjN6cTaEAaZRXknEzVVil,#coughhttps://music.empi.re/cough
pfbid02EZobWjpQRNsuwP5jzkoxCUyCvTk1AxRrqqJbaTr6dHgRSsbN62WLtzcbCAG1Jod7l,#cough
pfbid0jR1hVoNXZaovu5Vsmz3iQFrtWArb8LJMXPG8DBiC2sp8QjzbCRe4Kq86LQQr2Umml,"Ano ang Hand, Foot, and Mouth Disease? Hand foot mouth disease is a common infection caused by a VIRUS called Coxsackievirus types A16 and other enterovirus. It usually affects kids less than 5 years old, but older kids and adults can also get it. You can get it from air droplets when an infected person coughs or sneezes, contact with saliva from contaminated objects and feces. Symptoms include red spots and blisters over the palms, hands, feet, soles of feet, or butto… See more"
pfbid0P5ypjoFetBz5LbHh9hhSuEEV4rUeC282S1R7x4CUhCKaYZcpK13PNQdYhS43fHrPl,"cough,home remedy for cough,cough medicine,cough remedies,home remedies,cold medicine,cough remedy,cough & cold,ಕೆಮ್ಮು,ನೆಗಡಿ,ಮನೆಮದ್ದು,cough treatment,natural remedy for cough,natural remedy,how to cure cough,how to reduce cough,kemmu"
pfbid0uTKacRcqdRARSnp28Eh28YSqFyAzbZ5EaYCGRHZaopsgKgzbuvssM9z6zK2DAJoVl,9 na mabisang halamang gamot sa lagnat para sa matanda at bata | Panoorin kung paano gamitin ang mga Halamang gamot sa lagnat #halamanggamot #herbalist #herbal #OFW #flu #fever #cough
pfbid0Cw7v6FMxxKMy9T5emV93zuL1J453kmtgz83i2BR5x1c2eF5iYYJSQ4piGVAMWoUjl,Kennel cough is a common and highly contagious disease in dogs. Learn more about it and how to reduce your pet’s risk when you read today’s free article linked in the comments. #HealthyPets
pfbid0pRwziwdEaeUNrtzwAm4wHsDx43KxmdzPxKkkuaeWwA1owJFczNJJ4ubP3RJExK3Ul,"This is me at 51. TVPatrol on a Friday. Recovered from a dry cough last week but did my best to finish the week strong To all the women out there, give yourself a pat on the back and a break - whether you’re a working woman, housewife, married or single - and a mother - give yourself a pat on the back & a break - keeping yourself and everything else together is darn hard work Happy Weekend to all the women out there Hair & Make-Up @nicolelizalde #TVP… See more"
pfbid0vtRtveyL7rwMnh9YS9xsaFAo6KDvbbzqHE8TioZs9TuWoF7KuK5VqBrhAwmByDAbl,"Alam ni Marian ang dapat pag ubong may plema dulot ng virus ang katapat. Bisa Lakas ng Carbocisteine + Zinc (Solmux Advance with Zinc).Carbocisteine + Zinc (Solmux Advance) helps resolve cough with phlegm in as fast as 3-5 days when taken 3x a day.If symptoms persist, consult your doctor.… See more"
pfbid02EC56LQdFg7d1M67DmukcGPsk1LoZdT7vdJ3kZaZJKA6rTjTF7JmNPA27HSVLGZyZl,Last night Ethan started coughing and I recognized it right away as the croup bark I knew from the other kids that it was going to be a long night and sure enough at 3am (when everything is always the worst) I ended up taking Ethan outside so he could breathe in the cooler air to help open his constricted airways. It was scary- he was taking short wheezing breaths and waking to breathe and cough. It was the worst bout of croup we’ve seen with the kids and I was starting to … See more
pfbid0dYc3J5s1qUkFQ45MXoDB91pWn1cKrjA9AS5Dpg4sErVgARniVDXbzP6dX7AfWndFl,Waxtarka Daawada Cough 0 (Qufac 0)
pfbid0iLeuMK4KJXLE1MwBpGXA3A1LxijpfzwRUhbsGCApdbBSAegfmjeEocE1jWcdFBaal,"Kizz Daniel, EMPIRE - Cough(Lyrics)#KizzDaniel #EMPIRE #Cough❖Follow WCY Trap ❖Youtube➸https://www.youtube.com/wcytrapFacebook➸https://www.facebook.com/wcytrapInstagram➸https://www.instagram.com/wcytrap… See more"
pfbid02FMTHXTJCUmTgAPmtArqzLor8bn8sa7g4nq9d1QFrPgfWkCtZ1yEEi9LmJq4D9cUyl,"Payo ni Marian Rivera, piliin lagi ang dapat. Lalo na sa ubong may plema!Carbocisteine + Zinc (Solmux Advance) help relieve cough with phlegm in as fast as 3-5 days when taken 3x a day.If symptoms persist, consult your doctor.… See more"
pfbid02NEHjXbb8tMwt1NsrwNseT2vDGHcKXsPNsrEQwqqfuVQH2ytSdhWUAtYfUoC94oWVl,"Huwag magkompromiso pag dating sa gamot sa ubong may plema. Para kay Marian Rivera, bisa lakas ng Solmux Advance with Zinc dapat.Carbocisteine + Zinc (Solmux Advance) help relieve cough with phlegm in as fast as 3-5 days when taken 3x a day.If symptoms persist, consult your doctor.… See more"
pfbid033TaAsyjiY2zrpxtVWWTgWpSisPxn3bGVCW9hiJPaUSzXkxxLwePDHqT2caMuDyyrl,Cough(Odo) Lyrics- Kizz Daniel
pfbid02wessh9tYNeejMFsHmZQ4NBaCr499dAd9PFmGxBZJmHXWqmKbE8WUeR8dJKpdKNjal,"Kizz Daniel, EMPIRE - Cough (Official Video)"
pfbid02fAR56BvMiERb3ignxBPoTnLXFHQ8eufgYbp7Ueq2KVgGG6HjQLfLfk26HN7JDMfJl,Kiss Daniel (Cough)
pfbid0dxxb6WorhaHd58Q83QQhMjgJnV4p29Hc3E1AwBN1epm2ycDibrPRgbg9AaqVXL3gl,Cough solution
pfbid02tZ1UDMqjM6Hf2c9tEBzCh13FbkFwgB2t2xssADwGkBZr1WmEspXbofFFTJyg7Lyjl,*Cough* Andy's parents... #theoffice
pfbid02J6TqTJYxLuAmX9FvtZEm1issjaobgFHtgNdXckSRVhMMYRwSFi7QFzqXsmEUVqYul,"Kami ni Ogie, we love putting Nate to bed together kaya ‘yung bedtime niya also doubles as our bonding time. At ‘pag may nararamdaman si Nate, we both trust only Camphor, Menthol, Eucalyptus Oil (Vicks VapoRub) to help provide relief from the multiple symptoms of coughs and cold, such as headache, body aches, muscle stiffness, cough, blocked nose and breathing difficulty, kaya feel talaga namin na we can #VPartnersinCare.Kayo, anong ginagawa niyo to #VPartnersInCare? Share… See more"
pfbid0A57vnxXRziQaBRTYJKwpfr3tRAJe2JhcYsoAw6A7H89VgCt2z6qTfXAYN8C6ijL7l,Cough By Kiz Daniel (official video lyrics)
pfbid02We8YWuzPukbJTH9CHCf85LNzeC51CbhzH4iTrMCKjjucYtx4fws7Y13NtDggP95Zl,*cough* Colleen Hoover *cough* -Yvette
pfbid02trNc5aqtxdLpnT3DGxdNUswdmMdGBmcdMUHug4oZj3Cffx1567W6oTy7Y5xUQ3azl,SA ISANG PAHID? TANGGAL AGAD ANG UBO
pfbid0CourpsYqghKUpc5GfUW81qRhgW7EJVGD7rqcskLbfXxNDzrUQPyTnHRzm8rwxatTl,Cough Syrup? 
pfbid02EonNWgRZFdcrc3YyZppLMBP1coopViXesQMaQdZkzUYZVyHvwNG44qerD2CTLmcpl,"Cleans the Lungs, Eliminates Catarrh, Dry Cough and Strong Flu"
pfbid0o9FPT5kHjesxuPDWAqN6bChLKQAZytmnxnjDHEPdQy4M43XHY1afgiq5kF5eC4dAl,Cough odo by kizz Daniel /challenge/
pfbid02g6oVj7n83C2HQk4LivkCAH24o42JgCJ4iB1kU8QtRThAi37jsnGQMuzsXSDv2NeJl,"Para sayo dn yan ginagawa nila mommy at daddy mo Miel Miel .. wawa baby namin nitusukan ,grabe makaiyak malaki na talaga sya heheMommyLa’s Diary by Miella ArieTip #15At 1 to 2 months, your baby should receive vaccines to protect them from the following diseases: Hepatitis B (HepB) (2nd dose) Diphtheria, tetanus, and whooping cough (pertussis) (DTaP) (1st dose) Haemophilus influenzae type b disease (Hib) (1st dose)… See more"
pfbid025ZtX6BwTk4YLd5dbAWGrENt2gFD69NdvaXBjnioPLSFcjZurVTC2r9W9toeWqgJPl,"Despite the -39°C, for Herb‘s birthday, I packed a picnic lunch to enjoy while we did a leisurely drive through the BHP Enchanted Forest Holiday Light Tour, a holiday event benefitting the Saskatoon Zoo Foundation, and the Saskatoon City Hospital Foundation, at Saskatoon Forestry farm. Despite being cough-wheeze-indecipherable-one years old, it was his first timeThen it was on to the Clinkskill Christmas Lights display, on Clinkskill Drive (from 5:30 PM to 10:30 PM until Ja… See more"
pfbid0kyDm8SRUEiV5rejc4y6Yqu14T5d43dS94TbSsQnWBe3PJiWT9AEsJrmBnboUSapSl,"Kingfishers can't digest fish bones and scales. They cough them up as a pellet. The pellet is soft to touch, similar consistency to tooth paste.credit 陈永增#Ch… See more"
pfbid0etag42PCXpP5AhPBj8iP2oddSrCKfq8iD3fBG9D1NhXNDcCWWzsi9R7fv5u8WiNNl,"President Ferdinand R. Marcos Jr is progressing well in his recovery. Today, on the fifth day of home isolation, the President is now free from cough, nasal congestion, and fever for more than 24 hours. All other medical findings were unremarkable. Consequently, the President's final diagnosis is Covid-19, Recovered. Throughout the entire home isolation period, the President was closely monitored by medical professionals. The isolation period concludes on December 10, 202… See more"
pfbid02TfUCJVkiAD3gWNLvDksr4MF2yMw4k2qGBSnLzVHawFRFyeNjqwavUUvDGgjzECaul,Home Tips & Remedy for DRY COUGH for children and adults
pfbid03246qsZ4k8eqeckH4EQxGbcathj6dE1UQGWGrJ1Hop3fJXwxhyXajgdfremtUSZDvl,"Ackkkk having NSJ sepanx Still so grateful to have the opportunity to emcee for the final night! Despite it being my first time doing it alone, speaking in front of thousands, and overcoming a cough—I am so glad I got to play a role in our Jamboree Farewell … See more"
pfbid0vTXheStiT8KM7bLAf2g8gXexWTGGdw1QHnRq4NTuTtyHpgZW39Rip1FNmgV9NvyMl,Tuyong Ubo or Dry Cough: Ano Bawal Kainin? Alamin ang Dahilan. 
pfbid0388XHcoEZphkLah9HaqfEBqauA1U9NzAML5jFj46rMsWKE4v1iqKZDzHTw6LcP7zBl,Cough and Breathlessness is not a sign of Montelukast Deficiency
pfbid0qqRJJ8f79Jo8pBcay41JeeP7AjUNp2unU4GrZFdk59oRFKjWA5nqTLrPJ7NpNiN1l,"Health Benefits Of Scent Leaf1. Cough and phlegm laxativeobtained by squeezing the leaves to remove fluid (or an extract of leaves of Scent). Then take the extract and boil it with hot water. after that drinks at your child or yourself. With drinking extracts Scent leaves water regularly, then your cough will subside gradually.… See more"
pfbid02Mp9svonwiNNZsHf9GLguYm4Xe3warQ6KkxSs1FoVN1M25hJKWkSiwUA5hTRnbGd8l,"Safe and effective for babies! NoCough Trusted by our mommies! For the whole Family NoCough helps to relieve cough and itchy throat, it will also helps to loosen the phlegm. All made by pure herbal ingredients, safe to use and no harm because it's just a patch that needs to stick on the chest or back and it can lasts up to 8-12 hours. Try now! You can buy here! "
pfbid0sGkHNmX9VLjKbxSNgiDHXS7DWd1QaAE7wzhUqAsccsPJyU7qBgDYu8Z1YrEKYT2Al,"Among the symptoms of ""walking pneumonia"" are fever, sore throat, cough and colds. Read more here: http://snstr.co/jjH"
pfbid0vbcTQgP8zTgbHUt8NEJsqLQcKMVjqVWrrbRPV5TQTrhYYMN8jcquesSC3NDScFEzl,"In case of cough, do this for relief. Do you know that onion &sugar are powerful remedy for coughtexted and trusted for kids … See more"
