id,desc,createTime
7127016356523936768,Like literally the day before I was about to be discharged 🙄 #kidneyfailure #dialysis #ckd #cysticfibrosis #bloodclot #hemoptysis #chronickidneydisease #lifeonthetransplantlist #dublin #hospital #postcovid #summer #awareness,01-08-2022
7123786392081124352,My lungs are assholes #hemoptysis #bleeding #kidneyfailure #dialysis #ckd #cysticfibrosis #chronickidneydisease #lifeonthetransplantlist #dublin #hospital #postcovid #summer #awareness,24-07-2022
7201899433498315776,ไอเป็นเลือด #ไอเป็นเลือด  #ไอ #hemoptysis,22-02-2023
7175470105436916736,Ep7 - Coughing Blood - What should you do? #hemoptysis #coughingblood #drnurulyaqeen #chestspecialistmalaysia #pulmonologist #malaysiadoctor #doctorsoftiktok ,10-12-2022
7121425893938990080,#hemoptysis = coughing up #blood So my high urea caused by my #kidneyfailure could be causing my lungs to blleed! We are learning everyday. #foreveramedicalguineapig #cysticfibrosis  #renal,17-07-2022
7126452362130066432,causes of Hemoptysis #causes #causesof #hemoptysis #tunnel #pti #pmln #dog #englishbulldog #school #lover #circket #rules #rules #youtube #google #facebook #new #tiktok #foryoupage #muslim #islamabad #muslimtiktok #imparacontiktok #lover #new #trend #trending #musa #medical #medicalstudent #student #mbbs #pharmacy #pharmacist #nurse #tiktok #pnmonia @musakhan6464 @sufaidkhan04 @mahtabkhan354 @pti.official @shawarmersa @anp731 @adnankhan000786official @ibrarkha000 @andreasterzlakite @altafarain80 @ajmalkhan2413 @abbaskhanabbaskh61a @dy4u2k236xkd @abneergill11 @abidmalang3000 @pukhtoonjanan302 @abdalbasetamori0 @abdulaha445981329 @doctorkhan12 @seha_khan7 @abdullah_eltourky @abbaskhan512144 @abidjani415 @alirpakstan @anwarhowsmartiam12gmail3,31-07-2022
7264395477037190144,"I share these details to give light to the realities of a disease like CF. To help others feel less alone as they experience similar events. To also help myself feel less alone in what I am facing. It’s ok to not be ok, and I’m going to need to some time after this one. There is beauty in our own authentic truths. Especially when it’s hard ♡ 🤟🏾 ♡ #hemoptysis #cysticfibrosis #curecf #icu #emergency #hospital #ehlersdanlossyndrome #pots #chronicillness #spoonie #bipochavecftoo #blackpeoplehavecftoo #moretomorrows #untilitsdone4everyone #advocacy ",07-08-2023
7273104972273814528,#medlife #medicina #trending #dz #algeria #algerie #neurology #hematology #hematologie #hospital #طبيب #طالب_طب #usa #Belgique #Canada #etudiantmedecine #medicalstudent #etudiant #astuce #psychiatrie  #residanat #fyp #explore #explore #الجزائر #تونس #المغرب #طالب_طب #طالب #طالبة_طب #بليدة #وهران #سطيف #علم_النفس # #marocco #maroc #tunisia🇹🇳 #gastrologie #france #hematemese #hemoptysis ,30-08-2023
7226866131745770496,arrested development >> @zigs_mom shows us how she styles the vampress crop in bad baby blue 💫 online now in all your fave dyspy colours 💕 #dyspnea #styleadvice #tryonhaul #outfitinspo #stylingvideo #eventwear #arresteddevelopment   ,27-04-2023
7031057682601643008,minus 10 points if u don’t know this scene #fyp #foryou #dyspnea,16-11-2021
7083741910006811648,Reply to @sezcan1  I literally ordered this outfit in SEPTEMBER 2019 🤣🤣🤣 I’m thrilled to finally wear it!!! 🥳🥳 #brisbane #dyspnea #coachella #coachella2022 #coachellaoutfit,07-04-2022
7215509520074689536,"she’s finally here! ✨ introducing the Vampress 💋 available in a mini dress, midi dress and long sleeve crop and online now 👀🥲 #dresstryon #outfitinspo #dyspnea #personalstyle #minidress #pinterestaesthetic ",28-03-2023
7211313963957636096,PSA hunnies! the ta ta bodice in black is back online now! 😭✨ but she never lasts long so we recommend running to the site 🏃‼️ #dyspnea #corsettryon #unboxing #bodice #underbustcorset ,17-03-2023
7222066610239032320,"this song has been in my head for days 😭 wearing the vampress midi dress in fuchsia, online now and also available in black and red 🌹 #dyspnea #pinterestoutfit #fairycore #outfitinspo #styleadvice #dresstryon #mididress ",15-04-2023
6882912639828200448,"yeah, it’s a no from me 😊 #fyp #dyspnea",13-10-2020
7017710275889466368,this one's a tad see-through in the sunlight but perfect for a night out xx modest ones coming i promise 💗 #dyspnea,11-10-2021
7032858889213201408,any excuse to use this sound tbh #fyp #foryou #dyspnea,21-11-2021
7259920547117599744,our pr fairy @Carms shows us how to tie the ta ta bodice over the paris mini dress 💕✨ this dress is on sale now hunnies and once its gone its not coming back 😔 carms also wears the serving you eddy shrug in bb pink 🎀 #dyspnea #outfitinspo #pinterestaesthetic #fairyaesthetic #corset #bodice ,26-07-2023
7218741223794822144,"styling the vampress midi dress 💋 online now in red, black and fuchsia ✨ #dyspnea #pinterestoutfit #smallbrand #dresshaul #tryonhaul #eventwear #outfitinspo ",06-04-2023
6920382414321748992,guys!!!! this dress!!!!! i’m screaming!!!!! @dyspnea #fyp #dexcom #t1d #dyspnea,22-01-2021
6905909723250330624,A reminder to save this and play it every time you get dressed 🥰 @zigs_mom wears an S in the Paris Mini Dress 💫 #fyp #dyspnea,14-12-2020
7087654526131473408,Reply to @lilygfreeman I’m still in so much shock that a split second moment has ruined so much 😭😭 Losing everything that I worked so hard on is the hardest part 😢 #coachella #grwm #coachella2022 #dyspnea,17-04-2022
7236471542136261632,Lifetime Of Memories “Dyspnea Deborah” #DyspneaDeborah #dyspnea #goodstories #silverline #foodforthought #foodforthesoul #nursingstories #nursingmemories #thegoodones #thesassymurse #lifetimeofmemories #memorylane #burnoutdiaries #patientstories #goodtimes #goodvibes #powerfulstory #motivationalstory #lifetips #fyp #fypシ #nurs #nursesoftiktok ,23-05-2023
6902484970946710528,So excited about this purchase 🥺🧤🐸🐛🐢🐍🪲 #fyp #dyspnea #styleideas,04-12-2020
7303683697515957248,What are some words you’ve pronounced wrong in the medical field? Ill go first 😅 #mispronouncingwords #mispronunciation #nursingterms #medicalterms #tinnitus #tachypnea #bradypnea #dyspnea ,20-11-2023
6818372680484408320,Getting ready for my zoom date 🤪✨ #ootd #fashion #dyspnea #fyp #foryoupage,22-04-2020
6905915622266326016,love u @chrissychlapecka 👏🏼 wearing @dyspnea and my #dexcom 👀 #fyp #dyspnea #t1d,14-12-2020
7206163995835894784,Harry Styles LOT Sydney outfit! #harrystylesconcert #harrystylesauslot #auslot #auslotoutfit #harrystylesoutfit #dyspnea ,03-03-2023
7029206345001831424,any excuse to use this sound and wear @dyspnea 🤤 #fyp #foryou #dyspnea,11-11-2021
7087753475613805568,Reply to @annamarie.aitken  We went to Neon Carnival last night & it was a much better experience than Coachella because of how tight the security was 🙏🏻 We’re trying to make the most of the trip but it is really hard 😢 #coachella #coachella2022 #neoncarnival #dyspnea,18-04-2022
7234776715271228416,Obsessed @🔪 Dyspnea 🥀  AAFW we wear Australian finale show #aafw #aafwfinale #wewearaustralian #plussize #curvemodel #dyspnea #grwmplussize #plussizefashion #plussizesustainablefashion #sustainablefashion #size20 #sydney #sizeinclusive ,19-05-2023
7254839792259566592,the way this song has been on REPEAT in my head 😫 #style #outfitinspo #outfitideas #personalstyle #dyspnea ,12-07-2023
6893330959945518080,"For legal reasons, this is a joke 😌 #fyp #dyspnea",10-11-2020
6930802547376606208,where’s the lie? 😇 @zigs_mom wears an S in the Ta Ta Bodice & Bow How Banger Mini #fyp #dyspnea #ootd #sustainablefashion #pinterestaesthetic,19-02-2021
6975050530544520192,"NEW VIBES at So familia !! 💜 Y2K gold , @dyspnea & @byebambi  #y2koutfits #newtown #depop #y2kclothes #sequin #dyspnea #sydney",18-06-2021
7285135492784360448,spiritual meaning of heart burn or tight chest(difficulty breathing) #gloryaiwuchukwu  #heartburn #difficultyofbreathing #difficultybreathing #spiritualmeaning #spiritualrealm #spiritualitytiktok #foryou #viral ,01-10-2023
7098537877126237184,#cantbreathe #breathingproblems #shortnessofbreath #asthma #anxiety #amxietyrelief #chestpressure #fatigue #anxiety #copd #emphysema #prevention #rwlief #help #breathingissues #acupuncture #acupuncturenearme #altamontesprings #orlando #altamontespringsfl,17-05-2022
7018233623153331200,SHORTNESS of BREATH? TAP TAP TAP on your lungs! #shortnessofbreath #bronchitis #cough #breathing #acupuncture #qraacupressure #achieve,12-10-2021
7111376951708765184,#heartproblems #hbp #hightbloodpressure #palpitations #hypertension #anxiety #chestpain #chesttightness #shortnessofbreath #fatigue #bloodpressure #bloodpressureproblems #heart #relief #help #acupuncture #acupuncturist #acupuncturenearme #oviedo #orlando #casselberry #wintersprings #longwood #altamontespringsfl #altamontesprings #acupressure,20-06-2022
7208262874962119680,do you experience any of these🤔 #lungs #lungproblems #breathingproblems #cough #dailyhealthtips__ #shortnessofbreath #chestpain #cleanlungs#cleanair#chronicpain #troublebreathing #health#lungsurgery #detoxification#mucus   #luxuriouslungs  ,08-03-2023
7065738294998600704,#heartproblems #highbloodpressure #palpitations ##anxiety #chestpain #chesttightness #shortnessofbreath #fatigue #bloodpressure #relief #help #heart,17-02-2022
7268374034407115776,Take care of yourself. #covid19 #shortnessofbreath #chills #fever #cough #gettested #fyp #fyppppppppppppppppppppppp #covid #newvariant ,17-08-2023
7059233837460769792,#panicattack #anxiety #fear #shortnessofbreath #stress #relax #relief #help #manage #mentalhealth #fastheartbeat #panic #sweat #panicdisorder,31-01-2022
7078705968166603776,#anxiety #stress #depressed #pandemic #fatigue #restless #fidgety ##irritability #sleepingproblems #nausea #agitation #panic #panicattack #shortnessofbreath #help #relief #jitter #nervous #worry,24-03-2022
7304049594650971136,"How Vaping Can Put You in Hospital #novape While vaping has been touted as a safer alternative to smoking traditional cigarettes, it is not without its risks. Inhaling the aerosol produced by e-cigarettes can expose your lungs to a variety of harmful substances, including: Nicotine: Nicotine is a highly addictive substance that can harm the developing brain in young people. It can also increase the risk of heart disease, stroke, and lung cancer. Nicotine liquid in a vape pen Opens in a new window  www.buyv2cigs.co.uk Nicotine liquid in a vape pen Ultrafine particles: These tiny particles can be inhaled deep into the lungs and may increase the risk of lung disease. Flavorings: Some flavorings used in e-cigarettes have been linked to lung disease. Volatile organic compounds (VOCs): VOCs are harmful chemicals that can irritate the lungs and eyes. Heavy metals: Some e-cigarettes contain trace amounts of heavy metals, such as lead and nickel, which can be harmful to the nervous system.  In addition to these long-term health risks, vaping can also cause immediate side effects, such as: Coughing: Vaping can irritate the lining of the lungs and cause a cough. Shortness of breath: Vaping can make it difficult to breathe. Chest pain: Vaping can cause chest pain. Nausea and vomiting: Vaping can cause nausea and vomiting.  If you are considering vaping, it is important to be aware of the potential risks. Talk to your doctor about whether vaping is right for you.  #vaping #vapingdangers #vapingrisks #vapingsafety #nicotine #ultrafineparticles #flavorings #VOCs #heavymetals #coughing #shortnessofbreath #chestpain #nausea #vomiting #health #lunghealth #lungdisease #nicotineaddiction #publichealth #ecigarettes #vapingawareness #fyp #fypシ #medicine ",21-11-2023
7053459078542150656,سانس کا پھولنا shortness of breath  #hakeemziashahid #healthtips #desinuskhe #HerbalTreatment #4you #shortnessofbreath,15-01-2022
7268785342755458048,Shortness of Breath Causes #symptoms #examples #nursing #shortnessofbreath #nursingstudent #medschool #paramedic #premed #ezmedlearning ,18-08-2023
7168688115799002112,#heartproblems #heartproblem #hbp #highbloodpressure #palpitations #hypertension #anxiety #chestpain #chesttightness #shortnessofbreath #fatigue #bloodpressure #bloodpressureproblems #hearthealth #heart #acupressure #acupuncturenearme #acupuncturist #acupuncture #oviedo #oviedofl #sanfors #longwood #lakemaryfl #altamontesprings #orlando #casselberry #wintersprings ,22-11-2022
7198203051667278848,"POTS is living with emergency type symptoms every day - tachycardia, chest pains, shortness of breath, etc. It’s such a mind f, because you never know when to be really worried. #posturalorthostatictachycardiasyndrome #potssyndrome #dysautonomia #emergencysymptoms #chestpain #shortnessofbreath #tachycardia #syncope #chronicillnessawareness #disabilityawareness #relateable ",09-02-2023
