tweet_id,user_id,username,post,date_created,lat1,long1,lat2,long2,lang
1768045640641032672,1072422320243961857,simii_ndaba,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T22:45:04.000Z,,,,,sl
1768044885108818155,1230090551472447488,mitchysssss,sakit ng lalamunan turn to ubo shet talaga,2024-03-13T22:42:03.000Z,,,,,tl
1768044428013568353,1059427760,agmana_angeel,pumuntaaa ng Abraaa —— nagkaroon ng ubo HAHAHAHAH 😭😭,2024-03-13T22:40:14.000Z,,,,,tl
1768043222314475589,1148181320431996928,Karabo_XCVII,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T22:35:27.000Z,,,,,sl
1768041628680552457,1510607083720257538,parkuwonleeikeu,hindi pa ako nilulubayan ng ubo,2024-03-13T22:29:07.000Z,,,,,tl
1768040878734459218,1082046377268559872,marcus_lot,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T22:26:08.000Z,,,,,sl
1768040205829751254,967455176,matt_arn,A pivotal aspect of 4AMLD was the introduction of Ultimate Beneficial Ownership (UBO) transparency requirements and the emphasis on a risk based approach.,2024-03-13T22:23:28.000Z,,,,,en
1768039942230315150,1704322932,olem3tsh,@ubo_mousa ذي قار https://t.co/iAnQaJjYn6,2024-03-13T22:22:25.000Z,,,,,ar
1768038692919132439,36023977,Tablets45,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T22:17:27.000Z,,,,,sl
1768038139736850590,1216002514639736832,jstntino,sobrang hirap na hirap na ako sa ubo ko,2024-03-13T22:15:15.000Z,,,,,tl
1768037505813938306,1765522002159587328,_claiireee__,Me nga dali ra kaga dapoan ug sakit. Salibo lang gali gi ubo na ug gi sip-on. https://t.co/JplpVz1JyU,2024-03-13T22:12:44.000Z,,,,,tl
1768037156990091685,1418261957770158090,Nekoizm44569516,@CenzurisanoL Ovog puta si ubo Krlo. To i Ružica kaže,2024-03-13T22:11:21.000Z,,,,,und
1768036894275690675,476810991,Fikzin_Mcusi,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T22:10:18.000Z,,,,,sl
1768036094736552350,1265702228700073984,XXX_PonyRyder,"RT @ferdarperu: 🔥Reunión de amigos (0rgy)💦 🟢Un rica reunión XXX donde ubo de todo, entre tragos y full sexo... 1 hora de video completo!..…",2024-03-13T22:07:08.000Z,,,,,es
1768035043493249371,307263535,juujuujuuu_,Hirap na hirap rin tuloy sa ubo mag damag hays. Buti hindi na mahirap painumin ng gamot. 🥲,2024-03-13T22:02:57.000Z,,,,,tl
1768033863660413384,1205364123673993217,frxmmithian,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T21:58:16.000Z,,,,,sl
1768032680283639938,1282367951254028289,KRumores,Estoy hay que hacerlo todos y cada ubo de los partidos,2024-03-13T21:53:34.000Z,,,,,es
1768031022048796871,1643180058,AlenziTariq,@ubo_mousa https://t.co/AYm3EwxTDK,2024-03-13T21:46:58.000Z,,,,,qme
1768030986669904355,1754957326908293120,MoDhaRhMrA_4415,@Mohd45524344049 @ubo_mousa الشيخ ناقل و لم يتحرج من التصريح بذلك. بل ذكره في مقدمة كتابه، فهو كما صرح نقل انساب الناس كما ارادوا! لم يجهل و لكنه تجاهل.,2024-03-13T21:46:50.000Z,,,,,ar
1768030791274057963,1328370864841232387,Zeus_4040,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T21:46:03.000Z,,,,,sl
1768030396061810890,1610834841259610113,laluvys,potingina may ubo nanaman ako,2024-03-13T21:44:29.000Z,,,,,tl
1768028406673809655,446590738,chanbas82,#مصرررر_تدعم_القضية_الفلسطينية #مصررررر_على_الطريق_الصحيح يُضاحِكُ الشَمسَ مِنها كَوكَبٌ شَرِقٌ UBo,2024-03-13T21:36:35.000Z,,,,,ar
1768028149369979375,1128046993597706241,Smartontherocks,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T21:35:33.000Z,,,,,sl
1768028117908488529,1747741393756332033,Mohd45524344049,@ubo_mousa حمد الجاسر مجرد كاتب. قص ولزق بدون تحقيق. استضافه كثير من القبائل. وكتب لهم تاريخ بدون مراجع وانما يملى عليه وقد خلط الأنساب وشوه تاريخ منطقة الباحة وادخل الانساب في بعضها حتى يرضي بعض القبائل كان متعصب للارد. ومهمش القبائل الاخرى.مثل سراة خثعم وشكر العًمرية وعدوان جيرها للأزد.,2024-03-13T21:35:26.000Z,,,,,ar
1768027968306045321,2786875103,manapemaphoto,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T21:34:50.000Z,,,,,sl
1768026485095354748,1737307592194416640,fmiipergazt,@Drenpireva ubo,2024-03-13T21:28:57.000Z,,,,,und
1768023990365229265,1676275273610788864,benmowoo,@abuaziztw72852 @ubo_mousa الفقير تخصصه عينات قضاعه اللي تطلع l222,2024-03-13T21:19:02.000Z,,,,,ar
1768023602165641445,2184471619,I_am_vuyo_,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T21:17:29.000Z,,,,,sl
1768021711868272896,1224014536694431744,abuaziztw72852,@ubo_mousa الفقير اااااه يالفقير. يقولون لك قبل الجاسر وتقول لهم من مدرسه الجاسر ثم تقول كلهم نهج الجاسر ،،،، هالجاسر وش انت مسوي فيه الله يرحمك ويغفر لك,2024-03-13T21:09:59.000Z,,,,,ar
1768021519140061288,1697130389318340608,Khaaliiid5252,@ubo_mousa لنفنكس لاتقاطع ابو سامي عطه فرصه يقول جملتين,2024-03-13T21:09:13.000Z,,,,,ar
1768020732884189387,1493995616283680772,lwskz8,@iquothyyp 😳😳😳 aka se me coryo la lus porke ayer ubo una super tormenta...😳😳😳,2024-03-13T21:06:05.000Z,,,,,es
1768020299180642438,2406907858,the_maisha,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T21:04:22.000Z,,,,,sl
1768019549582926159,203861935,Nozik_PK,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T21:01:23.000Z,,,,,sl
1768019514615099821,909472623863660544,AlexSetaka,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T21:01:15.000Z,,,,,sl
1768018308060627078,1534234379819565058,thando_kaMaZulu,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:56:27.000Z,,,,,sl
1768016605861060628,1182378944189915137,SizweMabena15,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:49:41.000Z,,,,,sl
1768016471219716585,2888849789,mjaucki,Ama bitno se drzele protiv city ubo vo finaleto a deka izgubija nema vrska 😀,2024-03-13T20:49:09.000Z,,,,,und
1768016159918469221,345877221,ChubbyOntha,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:47:55.000Z,,,,,sl
1768013656430612715,1661652056183132160,VaugnChakalaka,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:37:58.000Z,,,,,sl
1768012091955253386,1420471653973340166,tumelo_1506,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:31:45.000Z,,,,,sl
1768011769107128783,1534542840847642626,LloydMore3,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:30:28.000Z,,,,,sl
1768011157518876950,198978442,dzletswalo,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:28:02.000Z,,,,,sl
1768010302124159037,2854032316,MathabaMT,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:24:38.000Z,,,,,sl
1768010113116246277,1654213271371522057,FromHell_666_,@ejllimemories Ubo shef😂,2024-03-13T20:23:53.000Z,,,,,tl
1768008471218106583,1462844926106943491,snm4ti,"@MatheoSChamos Pues yo creo q si eres tú, se ve clarísimo el negro, solo q no es ubo tan fuerte https://t.co/6ts7RtudqZ",2024-03-13T20:17:22.000Z,,,,,es
1768007778734395835,1348704832098594818,NdivhuwoVip,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:14:37.000Z,,,,,sl
1768006827214594416,1369234889653035009,_gakenaope,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:10:50.000Z,,,,,sl
1768006826660958640,2751631222,TebzaS_Andries,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T20:10:50.000Z,,,,,sl
1768005042135519240,1486365487076360201,btall86,@ubo_mousa https://t.co/I8HLF9KEYE,2024-03-13T20:03:44.000Z,,,,,qme
1768004619513274619,815957416093294592,PersonnelGilles,"La semaine des maths: Ancrer les mathématiques dans la réalité. Aujourd'hui, M.Calvez chercheur au CNRS et basé à l’UBO, a accordé une journée entière aux élèves de 1ʳᵉ spécialité mathématiques en compagnie d’un autre chercheur du CNRS Vuk Milisic et d’une doctorante Anaïs Rat. https://t.co/PSgIWdpjMc",2024-03-13T20:02:03.000Z,,,,,fr
1768003064382816730,2999716810,KattSerai,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T19:55:53.000Z,,,,,sl
1768003034053751237,1427338576958738433,CerteNico,RT @mankku11: Foto sin censura en mi onlyfans https://t.co/2scKKsl2mX 100 rt Y 200 ❤️ Y las ubo sin censura 🤤🤤🤤 #esdeath https://t.co/iT…,2024-03-13T19:55:45.000Z,,,,,es
1768002557006238129,87656168,IAreMotheo,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-13T19:53:52.000Z,,,,,sl
1767546945395171704,1601443167777103874,UUequalsUU,Hay naku ubong may plema at sipon. Hirap magkasakit,2024-03-12T13:43:25.000Z,,,,,tl
1767105763976351777,1224983077937541120,QCGov,"Para sa health concerns tulad ng hirap sa paghinga, hika, at iba pa, maaaring tumawag sa City Health Department sa Tel. No. (02) 8929-8038. #CleanAirForQC",2024-03-11T08:30:20.000Z,,,,,tl
1766781046530732453,1704060970203779073,cityoflaspinas,"Tinupad ni Vice Mayor April Aguilar ang hiling na wheelchair ng 58 anyos na ginang para sa kaniyang amang maysakit. Ayon kay Milagros del Mundo, hirap sa paghinga ang kaniyang 89 anyos na ama na si Vicente Padua sa tuwing ito ay naglalakad. #TuloyAngTapatAtProgresibongSerbisyo https://t.co/DSYDdZNgS4",2024-03-10T11:00:01.000Z,,,,,tl
1767782025254379887,1763973579001966592,pritxeIIe,@areumasc medj kinakapos n kc sa paghinga😂😂😂,2024-03-13T05:17:33.000Z,,,,,tl
1766733517126517141,1391604364452659206,_avrilasaldo17,hindi ko na alam kung pano papakalmahin sarili ko sa tuwing maninigas mga kamay ko at kinakapos ako sa paghinga,2024-03-10T07:51:09.000Z,,,,,tl
1768072574444126593,1382149973995884553,klaynn_deviii,nag tulog ko way aircon kg efan para lng madula ni nga lagnat depota,2024-03-14T00:32:05.000Z,,,,,tl
1768066230836134162,1697273495917600768,1108_arii,bosit na lagnat to ahhahahaha babye perfect attendance ko 😞,2024-03-14T00:06:53.000Z,,,,,tl
1768065244113568181,1767766662269509632,cxhtjne_,pls lagnat umalis kana masakit na ulo q,2024-03-14T00:02:57.000Z,,,,,tl
1768065047065231533,926036119447154688,leviejeffersonr,Tinamaan pa ng lagnat,2024-03-14T00:02:10.000Z,,,,,tl
1768064307680673815,1013060267138170880,tsukidgaf,lagnat na naman naknam,2024-03-13T23:59:14.000Z,,,,,tl
1768063324842000491,2402276582,KierroCPA,"So ayun, buti di tumuloy yung lagnat. Pero sinipon ako ahuhu 😩 Good morning, Peepz! Have a nice day! ❤️ and Aral Well todei ✨",2024-03-13T23:55:20.000Z,,,,,tl
1768057093993767380,1591402118153662465,freyjaside,"lala naman ng lagnat na to, 2 days na",2024-03-13T23:30:34.000Z,,,,,tl
1768054666632568854,4848615432,sgeabella,Im soo tired huhu sama pa rin talaga pakiramdam ko buti na lang wala na lagnat 😖,2024-03-13T23:20:56.000Z,,,,,tl
1768035572986380414,1447829330730442756,lvlkmj,baka late mo nanaman marealise na may lagnat ka pa ma'am ha,2024-03-13T22:05:03.000Z,,,,,tl
1768033018554335696,3546220814,allhailtowey,DEMO na may lagnat,2024-03-13T21:54:54.000Z,,,,,tl
1768032794515833060,1443574393892851727,depressedmandu,amoy lagnat teh,2024-03-13T21:54:01.000Z,,,,,tl
1768031986592219616,1592215205055864832,donthurtmena,mag kaka lagnat pa ata,2024-03-13T21:50:48.000Z,,,,,tl
1768030628078039328,1703444513489047552,Jazer4051191522,"RT @franchinediaz: salamin salamin sana wala na akong lagnat bukas hahsahsha anw, best of luck, faaam! 💙 #FranSeth",2024-03-13T21:45:24.000Z,,,,,tl
1768030526890541295,1740058396844498945,atweenia,"ayos, pa-balik-balik na lagnat",2024-03-13T21:45:00.000Z,,,,,tl
1768028291804364913,1753882657157738496,ShaAliza1,@DGISPR14 Lagnat Pak army 🐕🐕,2024-03-13T21:36:07.000Z,,,,,tl
1768027251688571190,1716658619507421184,miyaieyo,"all tasks for bns and work is done,,, school naman next and i'd have to sit out of class today kasi di na bumaba lagnat ko",2024-03-13T21:31:59.000Z,,,,,en
1768019355445723564,1561251434599174144,captionlex,"Lagnat ulit, pero need pa pumasok🤧 Wag naman ngayon walang mag-aalaga pa eh.",2024-03-13T21:00:37.000Z,,,,,tl
1768015754321166708,1762855395088125952,jellyaceer,life update: 39.2 lagnat grabe napaka angas,2024-03-13T20:46:18.000Z,,,,,tl
1768015482458964111,1762855395088125952,jellyaceer,@aziecream ate pano papasok 39.2 pa din lagnat😓😓😓,2024-03-13T20:45:13.000Z,,,,,tl
1768003538989580451,983580386,shainamadrid,asthma + lagnat combo pa AYOKO NA,2024-03-13T19:57:46.000Z,,,,,tl
1767989767285911906,1707336728053469184,iknowugotdfeels,RT @nursemiguelpogi: Bed weather talaga pag may lagnat,2024-03-13T19:03:02.000Z,,,,,tl
1767987371956646292,3189973430,gzaudf,Can't sleep dahil sa mf lagnat.,2024-03-13T18:53:31.000Z,,,,,en
1767985548470501870,1231710057684819968,overcooked_gae,"i woke up kasi i thought maginaw pero ateng, nag chichills nanaman ako at inaapoy nanaman ng lagnat",2024-03-13T18:46:16.000Z,,,,,tl
1767984355958469071,869492593368813568,Chrispinamnam,So ayun kung premonition yun ng isang massive freak natural disaster or ng may lalabas na sindikato dahil sa isang whistle blower at mamatay ang whistle blower ay ewan ko na lang naguluhan ako pero nakakaiyak talaga ang survivors guilt. Tulog na ulit ako feeling ko. Lagnat na to,2024-03-13T18:41:32.000Z,,,,,tl
1767978342949728669,1500495759296593920,Aub_rey2,grabe lagnat ko ba mayu lng gi sugtan ko ma absent,2024-03-13T18:17:39.000Z,,,,,tl
1767974442846794052,1717164666344861696,nursemiguelpogi,Bed weather talaga pag may lagnat,2024-03-13T18:02:09.000Z,,,,,tl
1767971413061939588,1506083128842285060,Purpleskyeee_,PAIYAK SYA HWHAHSHAHAHWHAHWHAHWHA iba talaga sanib ko pag may lagnat https://t.co/cVp10YFX8i,2024-03-13T17:50:06.000Z,,,,,tl
1767970830938681430,1440009658807111687,kazubakizx,@RyanLingo_ may lagnat ka ba eh ni confidential lahat ni madumb inday,2024-03-13T17:47:48.000Z,,,,,tl
1767970024181084648,1753071154955509761,zd_isnturs,Masakit ang ulo + lagnat =⚰️💀,2024-03-13T17:44:35.000Z,,,,,tl
1767967360122839150,470772882,kailacharlizeee,BAKIT NGAYON PAAAA KUNG KELAN MAY FTF 😭 SHUTANG LAGNAT,2024-03-13T17:34:00.000Z,,,,,tl
1767966311353823738,1765534424912089088,tintin981085971,partida dalawang anak kopa may lagnat. kaya ko alagaan ng ako lang kaya ko,2024-03-13T17:29:50.000Z,,,,,tl
1767965905072406685,1562783509902528512,mgpcaliwag,Lagnat version 2.2 😩😞,2024-03-13T17:28:13.000Z,,,,,en
1767964898376462449,1709990497044013056,AisakaAjero,"GA ang bagong gamot sa lagnat 😭 Imbis uminom ng gamot, nakipag unahan sumagot 😭 https://t.co/863goPmVja",2024-03-13T17:24:13.000Z,,,,,tl
1767963718355399040,1588110586021572608,ezravaganza_,Please let this lagnat pass 😩,2024-03-13T17:19:32.000Z,,,,,en
1767960706740269559,985746271771082753,_duhrlene,this damn sipon and lagnat will be the death of me,2024-03-13T17:07:34.000Z,,,,,en
