tweet_id,user_id,username,post,date_created,lat1,long1,lat2,long2,lang
1767290204543422772,2261868661,Vinnieit76,RT @Nina_Novakowsky: Morning cigarette with snorting hocking and spitting loogies and phlegm cigarette smoke spit cough snort throat mout…,2024-03-11T20:43:14.000Z,,,,,en
1767288823182991664,1638313097155731461,Nina_Novakowsky,Morning cigarette with snorting hocking and spitting loogies and phlegm cigarette smoke spit cough snort throat mouth tongue piercing white wide big long snot mucus https://t.co/vyXlcl6aOO,2024-03-11T20:37:44.000Z,,,,,en
1767204114465739145,18085054,pinki8,Me: I have a bad cough with phlegm. Work: it’s okay to work with a cough just wear a mask. Me: coughing cuz I can’t breath.,2024-03-11T15:01:08.000Z,,,,,en
1766999867757334695,848546172113498112,SarahJaneLeach3,@DrSdeG Hi Currently I am suffering from one virus giving me bad phlegm cough followed by dry high pitch cough and then my glands came up with a bad sore throat…it’s lasted days already 👩🏻‍🏫🧠,2024-03-11T01:29:32.000Z,,,,,en
1766860908741996562,832247652695830528,SamSnarky,@TheOnlyEsta He should be embarrassed with a name like Hakeem. Please. Sound like a phlegm cough.,2024-03-10T16:17:21.000Z,,,,,en
1766686215632551940,1726827671324368896,sesedesu,Sjdjiisksdk sore throat out Cough with phlegm in FUUUUUCKKK,2024-03-10T04:43:11.000Z,,,,,en
1766621524616716731,1349049015460114432,Beardedwelsh,@1goodtern Had it 3 times. Now gall bladder less and every time i get this cough with white phlegm and bubbles it takes forever to shift. Inhalor and antibiotics have done nothing. Any recommendations?,2024-03-10T00:26:08.000Z,,,,,en
1766612057548292519,25003746,Longstocking_29,@JackPosobiec I cannot stand that cough either. And I def would not shake his phlegm-filled hand. He needs an iron lung along with a that brain.,2024-03-09T23:48:31.000Z,,,,,en
1766556987414773809,1705228988,TopDegenerate,"I got this yearly sickness that hits me in the winter, where its mostly just a long-lasting cough with some congestion, mucus. I have it now, and Worst part is that to clear the phlegm/because my body wants too I want to cough, but because I have coughed so much it hurts to cough",2024-03-09T20:09:41.000Z,,,,,en
1766532670379475326,1100183506309795840,Petert930,@ESPNF1 @SportsCenter I cough a lot with phlegm and sounds blasting my ears loudly. The cia / US 🇺🇸 military 🏳️‍🌈 tortures me with radio waves and spies on me. They burn my skin and make me anxious all the time. They send voices in my head and make me see eyes staring at me. #StopAsianHate,2024-03-09T18:33:03.000Z,,,,,en
1766361734921552162,252252334,FoolishMar13,"@KEIR4W4LSH21 honestly i swear by mucinex, idk if you have it in england but it works so well for me. other than that, definitely agree with a steamy shower and warm drinks. drink A LOT of whatever you like so the mucus/phlegm can get watered down and loosen so you can have a productive cough!",2024-03-09T07:13:49.000Z,,,,,en
1766298302704746790,1100183506309795840,Petert930,@IVEstarship I cough a lot with phlegm and sounds blasting my ears loudly. The cia / US 🇺🇸 military 🏳️‍🌈 tortures me with radio waves and spies on me. They burn my skin and make me anxious all the time. They send voices in my head and make me see eyes staring at me. #StopAsianHate,2024-03-09T03:01:46.000Z,,,,,en
1766123615571869823,605789794,tgstoll,"@POTUS You forgot to be more accurate with the recap (see below). Honesty. (COUGH, HACK, SPIT) Decency. (RAISE PHLEGM BALL, SWALLOW) Dignity. (CLEAR THROAT FIVE TIMES) Equality. (SEE ABOVE) Can't wait to take in your performances during the Presidential debates.",2024-03-08T15:27:37.000Z,,,,,en
1766095591191294000,608772686,p_vb,"RT @Yash25571056: ""[The main symptoms of the new Omicron strain EG.5.1] are a sore throat, a runny nose, a blocked nose, sneezing, a cough…",2024-03-08T13:36:16.000Z,,,,,en
1766092069783633974,1244560601893834755,Shivsha11468313,"RT @AmdAshram: Sant Shri Asharamji Bapu shares Health Care #TipsForSpringSeason from 19 Feb to 19 April Soak 5 g methi at night, chew it i…",2024-03-08T13:22:16.000Z,,,,,en
1766084766690861300,1500833621955203074,MANOJKU52579669,"RT @AmdAshram: Sant Shri Asharamji Bapu shares Health Care #TipsForSpringSeason from 19 Feb to 19 April Soak 5 g methi at night, chew it i…",2024-03-08T12:53:15.000Z,,,,,en
1765999542816968713,2872797583,maheshsahni35,"RT @AmdAshram: Sant Shri Asharamji Bapu shares Health Care #TipsForSpringSeason from 19 Feb to 19 April Soak 5 g methi at night, chew it i…",2024-03-08T07:14:36.000Z,,,,,en
1765998599799001344,1619718540130648064,summershy89,"Bo Phe Nam Ha herbal lozenges - Treatment cough, cough with phlegm https://t.co/ZTvNkowAgg #candy #cough #sickremedy #health #holistic #herbal #natural #organic #health #herb #store #asia #home #shopping #shop #us #usa #canada #uk #australia #doc #cn #kr #hk #aus #doc #nature",2024-03-08T07:10:51.000Z,,,,,en
1765986808222138780,1504350080052363264,Ashwani03968804,"RT @AmdAshram: Sant Shri Asharamji Bapu shares Health Care #TipsForSpringSeason from 19 Feb to 19 April Soak 5 g methi at night, chew it i…",2024-03-08T06:24:00.000Z,,,,,en
1765980486248411617,1213269483202072576,J__Doh,"RT @Yash25571056: ""[The main symptoms of the new Omicron strain EG.5.1] are a sore throat, a runny nose, a blocked nose, sneezing, a cough…",2024-03-08T05:58:52.000Z,,,,,en
1765952986566861307,4546828513,anilvyas171,"RT @AmdAshram: Sant Shri Asharamji Bapu shares Health Care #TipsForSpringSeason from 19 Feb to 19 April Soak 5 g methi at night, chew it i…",2024-03-08T04:09:36.000Z,,,,,en
1765554240469021162,1159203025757642754,sage_ambiance_,RT @sage_ambiance_: “I can practically see you begging him to love you with your eyes. Why can’t you just say it? The worst that he can say…,2024-03-07T01:45:07.000Z,,,,,en
1767967816110714950,1720049245368291328,naborsventures,@NIHDirector I’ve had this productive cough for a month from the cold because I’m on tacro/mmf,2024-03-13T17:35:49.000Z,,,,,en
